,date,active_median,active_05,active_25,active_75,active_95,infectious_median,infectious_05,infectious_25,infectious_75,infectious_95,symptoms_median,symptoms_05,symptoms_25,symptoms_75,symptoms_95,hospitalized_median,hospitalized_05,hospitalized_25,hospitalized_75,hospitalized_95,icu_median,icu_05,icu_25,icu_75,icu_95,dead_median,dead_05,dead_25,dead_75,dead_95,immune_median,immune_05,immune_25,immune_75,immune_95
0,2020-03-12,3452.0,2315.7,2896.0,3768.5,4229.95,1461.5,758.8000000000001,1055.0,1634.5,1945.9499999999998,554.0,507.15000000000003,535.25,565.5,593.65,11.0,5.0,9.0,13.0,23.64999999999999,2.0,1.0,1.25,3.0,5.0,1.0,1.0,1.0,1.0,1.0,535.5,439.6,506.25,617.0,753.3999999999999
1,2020-03-13,4039.0,2866.1000000000004,3546.5,4438.75,4974.199999999999,2185.0,1140.95,1557.5,2426.5,2895.0499999999997,687.0,637.35,663.25,699.25,766.5,13.5,5.45,10.25,15.5,28.0,2.5,1.0,2.0,4.0,5.549999999999997,1.0,1.0,1.0,1.0,1.0,789.0,641.5,722.25,910.75,1137.85
2,2020-03-14,4549.0,3355.5,4109.0,5052.75,5588.899999999998,2432.0,1354.95,1840.0,2672.5,3160.2999999999993,856.0,789.5999999999999,820.25,877.0,1003.1499999999999,13.5,7.45,11.25,18.5,28.549999999999997,3.0,1.0,2.0,4.75,6.549999999999997,1.0,1.0,1.0,1.0,1.0,952.5,774.3,867.25,1110.0,1368.0499999999997
3,2020-03-15,5107.0,3893.25,4710.75,5575.5,6288.299999999997,2702.5,1259.2,1927.25,3072.0,3604.25,1042.0,957.3,1004.25,1071.75,1281.1999999999998,14.5,7.9,12.0,19.5,29.0,3.0,1.4500000000000002,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.5499999999999972,1148.5,933.5,1038.5,1343.75,1655.7499999999995
4,2020-03-16,5726.0,4424.75,5288.0,6255.0,7167.099999999998,3014.0,1584.5,2170.5,3455.5,3975.7,1267.5,1146.4,1206.5,1319.5,1592.5,15.5,7.9,12.0,19.75,30.549999999999997,3.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,2.549999999999997,1403.5,1114.45,1257.5,1647.5,1991.9499999999994
5,2020-03-17,6246.0,4859.55,5715.0,6886.75,7805.399999999998,3221.5,1713.8000000000002,2442.5,3747.25,4305.4,1493.0,1364.55,1431.5,1599.25,1919.3,15.0,8.0,12.0,21.25,30.549999999999997,3.0,1.4500000000000002,2.0,5.0,7.0,1.0,1.0,1.0,1.75,3.0,1697.0,1354.35,1515.5,1961.75,2408.399999999999
6,2020-03-18,6780.5,5363.700000000001,6164.0,7466.25,8498.199999999997,3536.5,1999.3,2714.0,4124.75,4682.55,1749.0,1594.7,1690.0,1896.0,2260.65,14.0,8.0,12.0,19.5,31.549999999999997,3.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,3.549999999999997,2043.0,1615.1,1793.75,2344.0,2891.699999999999
7,2020-03-19,7336.5,5887.7,6683.75,8091.5,9227.599999999997,3704.0,2144.2,2904.5,4283.75,4926.85,2021.5,1842.85,1972.5,2219.0,2635.05,14.0,8.0,12.0,21.5,31.099999999999994,3.0,1.0,2.0,5.0,7.0,2.0,1.0,1.0,3.0,5.0,2441.5,1927.15,2114.75,2754.5,3448.8999999999987
8,2020-03-20,7930.5,6432.450000000001,7226.25,8712.0,9987.399999999996,3785.5,2184.3,3020.75,4500.0,5135.099999999999,2328.0,2100.5,2274.25,2559.0,3017.65,15.5,8.0,11.5,22.5,36.0,3.0,1.4500000000000002,2.0,5.0,7.549999999999997,2.0,1.0,1.0,3.0,5.549999999999997,2844.0,2302.05,2520.0,3152.0,4023.1499999999987
9,2020-03-21,8510.0,6892.15,7705.0,9216.5,10607.799999999996,3924.0,2223.4,3122.5,4677.25,5286.4,2638.0,2377.85,2573.75,2917.5,3406.1499999999996,18.0,7.45,12.25,25.75,39.0,4.0,1.4500000000000002,2.0,6.0,8.549999999999997,2.0,1.0,2.0,3.0,6.549999999999997,3289.5,2664.5,2981.25,3633.5,4653.749999999998
10,2020-03-22,9041.0,7332.1,8148.5,9730.5,11212.299999999996,4021.5,2319.4,3182.75,4846.25,5405.15,2976.0,2676.15,2878.75,3287.25,3799.45,20.0,9.9,16.0,28.0,43.099999999999994,4.5,2.0,3.0,7.0,9.0,3.0,1.0,2.0,4.75,7.099999999999994,3768.5,3046.75,3448.75,4195.0,5314.949999999999
11,2020-03-23,9544.0,7760.200000000001,8582.0,10204.0,11778.599999999997,4055.5,2418.45,3231.75,4880.5,5410.599999999999,3319.5,2955.35,3181.0,3648.25,4202.7,25.0,11.9,20.0,34.0,50.55,6.5,2.45,3.25,8.0,10.0,3.0,1.0,2.0,5.0,8.0,4285.0,3475.15,3934.0,4747.0,6049.549999999997
12,2020-03-24,9947.0,8194.9,9012.0,10667.75,12290.249999999996,4062.0,2370.05,3196.25,4847.0,5328.749999999999,3678.0,3242.95,3514.25,4057.75,4607.3,32.0,15.899999999999999,25.25,40.75,65.0,8.0,3.0,4.0,9.75,13.0,4.0,1.0,3.0,5.75,8.549999999999997,4834.5,3901.6,4460.0,5370.25,6772.5999999999985
13,2020-03-25,10316.0,8574.5,9430.5,11166.5,12769.349999999999,4085.0,2353.4,3190.0,4801.25,5254.899999999999,4041.0,3535.3,3844.5,4465.5,5064.5,37.5,21.450000000000003,33.25,47.75,75.55,8.5,3.45,5.0,11.75,16.0,4.0,1.0,3.0,6.75,9.549999999999997,5381.0,4347.9,4985.75,5985.0,7492.599999999997
14,2020-03-26,10747.0,8916.4,9794.0,11620.75,13199.499999999998,4062.0,2301.9,3029.75,4728.75,5164.8499999999985,4397.0,3834.75,4161.75,4907.0,5531.65,44.5,29.7,37.0,55.75,86.34999999999995,9.0,5.0,5.5,13.0,17.0,5.0,1.0,3.0,7.75,10.549999999999997,5894.0,4829.6,5509.5,6590.5,8270.099999999999
15,2020-03-27,11156.5,9254.3,10132.25,12054.5,13554.199999999997,4021.0,2267.25,2993.75,4532.5,5116.4,4720.0,4102.8,4475.5,5333.75,5967.049999999999,54.0,34.8,42.5,63.75,99.89999999999995,11.5,5.9,9.0,14.75,19.549999999999997,5.0,2.0,3.25,8.0,11.0,6403.5,5335.0,6053.25,7167.5,9015.399999999998
16,2020-03-28,11504.5,9550.2,10418.25,12420.75,13837.149999999998,3905.0,2207.8,2904.0,4370.0,5018.549999999999,5003.0,4369.9,4777.75,5709.25,6411.0,63.0,41.45,51.25,73.5,110.44999999999995,12.5,8.0,11.0,16.0,23.099999999999994,5.5,2.45,4.0,10.5,12.549999999999997,6938.5,5842.6,6595.75,7770.5,9779.549999999996
17,2020-03-29,11751.0,9781.45,10695.0,12749.5,14069.599999999999,3789.5,2209.45,2807.0,4240.75,4865.049999999999,5286.5,4623.8,5084.25,6068.25,6857.299999999999,71.0,46.45,59.0,81.75,120.34999999999995,14.0,9.45,11.25,17.75,26.64999999999999,7.0,3.0,5.0,11.0,13.549999999999997,7495.5,6360.0,7151.25,8352.0,10478.499999999996
18,2020-03-30,11961.0,9944.75,10902.5,12947.0,14250.65,3593.0,2160.3500000000004,2682.5,4100.5,4725.0,5574.5,4878.450000000001,5360.25,6416.75,7254.799999999999,77.5,53.35,64.0,94.75,133.04999999999995,16.0,11.0,13.0,19.0,28.099999999999994,8.5,4.45,5.0,11.75,14.099999999999994,8017.0,6878.0,7707.0,8892.25,11157.549999999996
19,2020-03-31,12058.0,10011.15,10981.0,13028.0,14264.399999999998,3381.5,2062.95,2527.0,3991.0,4595.95,5854.0,5103.35,5624.5,6741.5,7670.549999999999,84.5,60.449999999999996,68.5,100.0,141.34999999999997,17.0,12.45,16.0,21.0,29.64999999999999,9.5,5.0,6.25,13.0,15.0,8525.5,7388.35,8214.0,9466.75,11798.049999999996
20,2020-04-01,12103.5,10040.1,11087.25,13113.25,14256.149999999998,3236.0,2000.4499999999998,2387.75,3826.75,4407.049999999999,6157.5,5317.0,5868.5,7078.0,8072.149999999999,87.5,64.9,76.0,108.5,153.09999999999994,20.0,14.0,16.25,24.0,32.099999999999994,10.5,5.45,8.0,15.0,17.0,9026.0,7867.15,8715.0,10026.0,12400.999999999996
21,2020-04-02,12137.0,10046.150000000001,11138.75,13199.25,14189.149999999998,3065.5,1877.4,2235.0,3644.25,4172.05,6449.0,5512.9,6107.25,7434.5,8455.099999999999,92.0,70.9,82.5,113.25,161.14999999999998,20.5,15.45,18.0,25.0,35.64999999999999,12.5,6.0,9.0,16.0,20.549999999999997,9508.0,8328.1,9144.25,10608.0,12992.699999999997
22,2020-04-03,12093.0,10001.3,11100.75,13205.0,14177.199999999999,2842.5,1695.5,2049.0,3379.0,3956.35,6733.0,5711.700000000001,6324.0,7760.25,8844.699999999999,98.5,75.35,83.5,121.0,163.04999999999995,21.5,16.9,18.25,26.5,38.0,15.0,7.0,11.0,18.0,24.549999999999997,10013.5,8778.75,9551.5,11196.0,13550.849999999997
23,2020-04-04,12002.5,9926.599999999999,10992.0,13210.25,14023.05,2676.0,1555.0500000000002,1907.25,3186.75,3747.85,6996.0,5878.2,6524.0,8061.75,9202.399999999998,103.0,77.35,89.75,126.0,171.0,23.0,17.450000000000003,20.25,29.0,39.0,17.0,8.45,12.25,20.5,28.099999999999994,10461.5,9192.95,9996.0,11698.5,14044.549999999997
24,2020-04-05,11911.0,9814.2,10808.0,13107.25,13872.949999999997,2493.5,1420.5,1776.0,2973.5,3534.2499999999995,7250.5,6032.65,6722.5,8362.5,9508.55,104.5,80.6,92.25,130.0,174.2,24.5,19.0,21.25,28.75,41.0,19.0,10.45,14.0,23.75,30.0,10926.0,9618.5,10382.5,12114.75,14544.249999999998
25,2020-04-06,11844.0,9621.900000000001,10645.75,12965.25,13688.65,2297.5,1285.45,1663.0,2717.25,3350.5499999999993,7494.5,6163.65,6912.75,8632.75,9822.699999999997,108.5,83.35,96.25,133.0,175.2,25.5,19.9,22.0,29.0,41.749999999999986,21.5,13.0,16.0,28.0,35.0,11320.0,10055.85,10726.5,12528.75,14996.549999999997
26,2020-04-07,11727.0,9398.400000000001,10409.75,12816.5,13469.55,2130.0,1197.5500000000002,1554.5,2536.75,3136.4999999999995,7708.5,6300.35,7087.5,8904.25,10117.449999999997,110.5,86.44999999999999,99.25,136.75,173.55,26.5,21.0,23.0,30.0,41.64999999999999,23.0,13.45,18.0,32.0,37.099999999999994,11692.0,10420.9,11155.0,12910.75,15361.399999999998
27,2020-04-08,11585.5,9171.95,10158.5,12600.0,13234.05,1971.0,1102.75,1427.0,2350.75,2931.3999999999996,7903.5,6420.7,7243.75,9139.5,10404.249999999998,114.0,85.9,103.5,138.25,174.2,26.5,20.45,24.0,29.0,44.0,29.5,15.45,21.25,34.0,42.19999999999999,12085.0,10754.900000000001,11594.5,13283.75,15753.549999999997
28,2020-04-09,11385.5,8957.25,9908.25,12319.75,12986.699999999997,1796.0,1019.1500000000001,1311.75,2175.75,2754.0499999999993,8062.0,6534.200000000001,7384.0,9352.0,10673.999999999998,117.5,86.05000000000001,103.0,141.75,172.64999999999998,28.0,20.45,24.25,31.25,41.0,33.0,18.450000000000003,24.0,37.0,45.0,12426.5,11103.45,11971.25,13632.75,16102.649999999998
29,2020-04-10,11078.5,8696.35,9654.75,12016.25,12748.55,1652.0,930.9000000000001,1212.25,2025.25,2613.1999999999994,8185.5,6638.95,7521.25,9555.5,10904.599999999999,115.0,86.5,102.75,141.25,174.2,28.0,21.450000000000003,24.25,32.25,40.0,35.0,20.9,26.25,39.75,47.55,12699.0,11416.15,12272.75,13941.75,16410.199999999997
30,2020-04-11,10692.5,8421.0,9398.75,11734.75,12472.3,1475.5,837.25,1111.0,1865.0,2463.95,8299.0,6728.35,7643.0,9739.25,11140.05,118.5,87.35,100.5,141.0,168.04999999999995,28.0,22.0,23.25,31.75,39.0,38.0,24.0,28.25,43.0,53.0,12957.0,11719.8,12535.25,14227.25,16658.749999999996
31,2020-04-12,10317.5,8147.95,9121.5,11397.5,12210.05,1331.5,763.75,1025.25,1728.0,2315.899999999999,8418.5,6810.95,7754.0,9908.75,11363.299999999997,119.0,85.45,100.0,135.25,165.29999999999998,28.5,20.0,24.25,31.75,38.64999999999999,40.5,25.450000000000003,31.0,47.25,58.55,13231.5,11935.5,12777.75,14518.0,16874.35
32,2020-04-13,10003.0,7861.9,8822.0,11005.0,11916.399999999998,1196.5,708.75,941.5,1605.75,2189.6999999999994,8534.5,6886.4,7852.25,10076.5,11561.349999999999,116.0,85.85,98.0,132.5,162.69999999999996,28.0,21.450000000000003,24.0,32.0,38.19999999999999,42.0,27.9,34.25,52.0,63.55,13485.0,12111.650000000001,12991.5,14783.75,17053.949999999997
33,2020-04-14,9658.5,7577.85,8535.75,10672.75,11601.099999999999,1076.5,621.8,884.75,1467.25,2031.9499999999994,8660.0,6956.0,7939.5,10224.25,11724.399999999998,114.5,83.5,99.25,127.75,157.79999999999995,27.5,21.0,24.0,30.75,38.0,44.0,29.900000000000002,38.0,58.25,66.1,13779.0,12297.25,13204.75,15054.0,17216.949999999997
34,2020-04-15,9304.0,7317.35,8271.75,10322.25,11234.95,971.0,551.8499999999999,797.5,1360.75,1879.0999999999995,8766.0,7025.5,8024.75,10357.0,11891.049999999997,111.5,80.05,96.0,127.5,153.54999999999995,26.0,19.9,24.25,30.0,35.55,47.5,32.0,40.25,60.25,69.55,13981.5,12480.1,13390.25,15299.5,17362.55
35,2020-04-16,8970.0,7036.6,7961.25,9982.25,10880.75,899.0,492.55,702.75,1265.75,1761.4999999999995,8870.5,7077.5,8100.25,10485.0,12014.199999999997,108.5,78.05000000000001,94.0,124.0,151.29999999999993,27.0,18.9,23.25,29.75,37.19999999999999,51.0,33.45,42.0,64.5,74.19999999999999,14173.5,12646.6,13539.75,15504.25,17522.3
36,2020-04-17,8646.5,6755.8,7661.0,9601.0,10561.75,810.0,449.90000000000003,632.25,1162.25,1628.7499999999995,8970.5,7121.9,8164.75,10602.25,12130.199999999997,103.0,75.45,91.25,120.25,149.89999999999995,26.0,18.450000000000003,23.25,28.0,37.0,53.5,35.9,49.0,68.25,77.29999999999998,14357.0,12775.8,13682.75,15730.0,17684.15
37,2020-04-18,8358.0,6479.6,7354.75,9245.0,10235.0,744.5,413.0,578.25,1085.75,1510.6499999999994,9056.0,7165.85,8236.75,10712.25,12245.849999999999,101.5,76.44999999999999,88.5,114.75,145.64999999999992,25.5,18.9,23.25,29.0,37.55,56.5,36.45,50.25,72.5,81.64999999999999,14541.0,12874.5,13805.25,15944.0,17857.649999999998
38,2020-04-19,8087.5,6227.200000000001,7053.75,8883.5,9927.0,660.5,371.9,535.0,1009.25,1400.8999999999994,9138.0,7209.45,8291.25,10817.75,12365.449999999997,95.0,71.35,83.75,107.0,142.64999999999992,25.0,19.45,22.0,28.0,35.55,59.5,38.35,53.0,77.25,85.84999999999998,14692.5,12968.65,13928.75,16148.25,18034.55
39,2020-04-20,7817.5,5971.85,6771.75,8576.5,9591.45,610.0,322.0,501.0,921.75,1283.5999999999995,9211.5,7247.1,8339.5,10913.5,12462.199999999999,89.5,70.45,80.5,103.0,134.29999999999993,24.0,19.0,20.0,27.75,32.55,63.0,40.45,54.5,80.75,92.29999999999998,14841.5,13062.2,14035.75,16329.5,18208.45
40,2020-04-21,7544.0,5732.6,6506.5,8261.75,9256.65,560.5,281.4,442.0,845.25,1168.8999999999996,9280.0,7292.75,8381.75,11001.75,12547.449999999999,85.0,65.9,79.25,99.0,129.44999999999993,23.0,17.450000000000003,20.0,27.0,32.099999999999994,65.0,44.35,56.0,83.0,95.64999999999999,14969.5,13133.75,14119.5,16497.25,18347.1
41,2020-04-22,7277.0,5524.05,6233.0,7974.75,8935.15,520.0,260.05,393.25,763.5,1057.9499999999998,9326.0,7326.049999999999,8415.75,11084.0,12627.15,81.5,59.800000000000004,77.0,94.5,127.34999999999995,21.5,17.0,20.0,25.75,31.19999999999999,69.0,46.35,58.0,87.5,99.1,15090.0,13205.0,14252.5,16662.75,18481.25
42,2020-04-23,7024.0,5333.799999999999,5986.25,7724.0,8630.65,477.0,226.05,358.25,692.5,973.1499999999996,9382.0,7360.35,8446.5,11155.0,12697.55,77.5,57.8,74.0,90.5,126.49999999999997,21.5,15.45,18.25,24.0,31.099999999999994,71.0,49.45,61.0,89.5,101.55,15216.0,13267.55,14353.75,16818.75,18578.35
43,2020-04-24,6801.5,5121.6,5734.25,7485.5,8317.75,435.0,202.2,326.75,638.75,906.6999999999996,9433.5,7392.5,8470.75,11223.5,12769.5,74.5,55.25,70.25,88.5,119.94999999999997,20.0,15.0,18.0,23.0,29.549999999999997,73.0,50.35,63.25,92.0,104.55,15309.0,13329.55,14451.0,16947.0,18640.6
44,2020-04-25,6570.0,4932.55,5510.0,7225.0,8045.699999999999,408.5,183.05,294.75,588.25,823.8999999999996,9486.5,7421.4,8495.5,11289.0,12830.349999999999,73.0,53.25,65.75,86.0,114.84999999999998,20.0,14.0,17.25,23.75,27.549999999999997,75.5,50.8,64.25,94.5,107.55,15405.0,13376.2,14541.5,17021.25,18709.05
45,2020-04-26,6340.0,4770.85,5272.0,6983.0,7786.349999999999,371.0,155.8,279.0,533.5,757.0999999999997,9532.0,7450.25,8516.5,11344.25,12881.899999999998,68.5,51.9,62.25,80.0,110.29999999999998,19.0,13.45,16.0,23.0,27.549999999999997,78.0,52.8,66.25,96.5,111.0,15506.0,13427.650000000001,14610.0,17092.5,18769.4
46,2020-04-27,6112.5,4580.4,5079.0,6748.25,7526.299999999999,346.0,142.15,250.0,489.5,687.6999999999996,9569.5,7474.15,8532.0,11389.0,12938.3,67.5,49.0,59.25,75.75,101.19999999999999,18.0,12.45,16.0,23.25,25.0,79.5,54.35,67.5,97.25,112.1,15578.0,13472.349999999999,14690.5,17145.75,18822.1
47,2020-04-28,5880.0,4398.8,4919.5,6534.0,7270.299999999999,311.0,127.45,228.5,453.0,631.4999999999995,9607.5,7491.200000000001,8550.25,11433.75,12978.25,65.0,44.900000000000006,55.25,75.25,99.39999999999998,18.0,12.0,15.0,21.0,25.549999999999997,80.0,55.45,69.25,98.75,114.55,15638.5,13511.05,14753.25,17192.5,18877.9
48,2020-04-29,5704.5,4254.8,4735.0,6336.5,7053.599999999999,283.5,111.8,211.5,410.5,594.7499999999995,9639.5,7510.700000000001,8569.0,11476.0,13017.9,63.0,42.25,52.25,72.75,96.0,18.0,12.0,14.0,20.5,24.099999999999994,83.5,58.0,71.25,101.5,117.0,15687.5,13552.5,14805.75,17236.5,18924.25
49,2020-04-30,5522.0,4105.200000000001,4588.5,6160.75,6822.949999999999,270.5,97.4,186.75,362.25,538.0499999999996,9671.5,7532.4,8584.75,11522.0,13059.349999999999,58.0,40.150000000000006,50.25,67.5,88.74999999999999,17.0,11.45,13.0,19.5,23.0,87.0,59.9,72.75,103.75,118.1,15728.0,13582.75,14861.0,17280.0,18968.85
50,2020-05-01,5351.5,3950.25,4464.25,5988.25,6626.299999999999,241.5,79.45,167.75,318.0,503.0999999999996,9693.5,7547.35,8596.25,11556.75,13101.8,53.5,35.05,46.25,67.5,84.19999999999999,16.0,11.0,13.25,18.0,21.549999999999997,87.0,59.9,76.0,106.25,119.55,15760.0,13618.2,14910.0,17328.0,19005.05
51,2020-05-02,5182.0,3824.55,4345.0,5820.0,6438.549999999999,220.0,67.65,146.75,291.75,464.44999999999965,9714.0,7554.55,8604.75,11591.0,13132.099999999999,51.5,34.05,45.0,62.25,78.0,14.0,10.0,12.0,17.75,20.549999999999997,90.0,62.9,77.0,107.75,120.55,15805.5,13643.900000000001,14947.25,17369.0,19033.199999999997
52,2020-05-03,5034.5,3696.25,4247.0,5646.25,6263.9,193.5,59.85,137.75,250.0,428.79999999999967,9733.0,7562.950000000001,8615.25,11619.25,13162.25,48.0,31.700000000000003,42.25,59.25,77.0,14.0,9.0,12.0,17.0,20.549999999999997,92.0,65.25,77.0,108.75,122.55,15845.0,13666.7,14988.75,17406.75,19066.55
53,2020-05-04,4890.5,3575.6000000000004,4138.0,5464.75,6096.9,165.0,50.0,135.0,229.0,397.4499999999997,9749.0,7565.85,8622.25,11645.5,13194.15,46.0,30.050000000000004,40.0,58.0,74.55,13.5,8.0,12.0,16.0,18.0,93.0,68.0,78.25,108.75,126.0,15883.5,13688.5,15011.5,17435.0,19092.65
54,2020-05-05,4742.5,3448.25,4047.5,5305.0,5933.0,151.5,47.0,113.5,207.75,365.2999999999997,9762.0,7569.4,8628.75,11673.0,13219.599999999999,43.5,27.5,36.75,52.75,72.1,13.0,7.45,10.25,15.75,18.0,94.0,69.0,78.25,110.75,128.1,15917.0,13712.05,15044.25,17458.75,19122.85
55,2020-05-06,4587.0,3331.8999999999996,3937.75,5139.0,5800.2,128.0,43.95,95.75,184.5,344.8499999999997,9777.0,7573.6,8634.5,11690.25,13246.55,41.5,24.700000000000003,35.0,49.75,70.55,12.0,7.0,9.0,15.75,18.0,95.5,71.0,79.0,112.0,131.1,15951.0,13725.85,15069.75,17483.0,19143.5
56,2020-05-07,4459.0,3215.3500000000004,3831.0,5006.5,5663.75,126.0,37.35,80.75,165.0,309.39999999999975,9790.0,7578.6,8637.5,11711.75,13269.05,39.0,23.700000000000003,32.5,47.75,62.55,12.0,6.45,9.0,15.0,17.549999999999997,95.5,71.45,79.5,113.0,134.64999999999998,15986.0,13741.45,15090.5,17522.0,19162.300000000003
57,2020-05-08,4366.0,3098.8,3743.0,4876.75,5514.55,107.5,31.45,75.75,164.25,289.9499999999998,9802.0,7581.799999999999,8641.25,11728.75,13290.400000000001,37.0,23.25,32.25,45.0,58.19999999999999,11.5,5.0,8.25,14.0,17.549999999999997,96.5,72.45,80.25,114.75,135.64999999999998,16012.5,13758.150000000001,15114.75,17563.25,19174.0
58,2020-05-09,4286.0,3000.4,3652.5,4741.5,5379.15,94.5,30.0,71.5,159.75,256.99999999999983,9809.0,7585.35,8643.25,11740.5,13311.25,35.0,23.25,30.25,42.0,58.099999999999994,11.5,5.0,8.25,13.75,16.0,96.5,73.0,81.25,116.25,136.1,16033.5,13767.5,15139.25,17599.0,19183.85
59,2020-05-10,4212.5,2912.25,3581.5,4630.75,5264.5,83.5,25.35,61.0,140.0,233.84999999999985,9819.0,7588.0,8647.0,11757.0,13329.2,33.5,21.15,27.5,40.75,53.099999999999994,10.5,5.0,8.0,13.0,15.649999999999991,97.0,73.44999999999999,82.25,116.75,136.55,16062.0,13782.849999999999,15162.75,17633.25,19193.0
